LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER,Years as Customers,STORE_NBR
36141,OLDER SINGLES/COUPLES,Mainstream,9,36
36142,OLDER SINGLES/COUPLES,Budget,1,36
36143,RETIREES,Mainstream,13,36
36144,YOUNG SINGLES/COUPLES,Mainstream,3,36
36145,MIDAGE SINGLES/COUPLES,Premium,5,36
36147,OLDER SINGLES/COUPLES,Budget,12,36
36148,YOUNG FAMILIES,Budget,10,36
36149,OLDER SINGLES/COUPLES,Premium,8,36
36150,OLDER SINGLES/COUPLES,Premium,4,36
36151,MIDAGE SINGLES/COUPLES,Budget,11,36
36152,OLDER SINGLES/COUPLES,Budget,15,36
36153,YOUNG FAMILIES,Mainstream,3,36
36154,OLDER SINGLES/COUPLES,Premium,12,36
36155,RETIREES,Budget,4,36
36156,MIDAGE SINGLES/COUPLES,Mainstream,10,36
36157,OLDER FAMILIES,Mainstream,9,36
36158,OLDER FAMILIES,Budget,7,36
36159,YOUNG FAMILIES,Premium,1,36
36160,NEW FAMILIES,Mainstream,1,36
36161,YOUNG FAMILIES,Budget,9,36
36162,MIDAGE SINGLES/COUPLES,Mainstream,11,36
36163,OLDER SINGLES/COUPLES,Budget,1,36
36164,YOUNG SINGLES/COUPLES,Mainstream,5,36
36165,YOUNG SINGLES/COUPLES,Mainstream,10,36
36166,RETIREES,Budget,1,36
36167,RETIREES,Premium,8,36
36168,RETIREES,Budget,11,36
36169,OLDER SINGLES/COUPLES,Budget,5,36
36170,RETIREES,Budget,2,36
36171,OLDER SINGLES/COUPLES,Premium,14,36
36172,YOUNG FAMILIES,Budget,6,36
36173,RETIREES,Mainstream,3,36
36174,YOUNG FAMILIES,Budget,4,36
36175,YOUNG FAMILIES,Mainstream,5,36
36176,YOUNG SINGLES/COUPLES,Mainstream,8,36
36177,RETIREES,Budget,6,36
36178,OLDER FAMILIES,Premium,9,36
36179,OLDER SINGLES/COUPLES,Mainstream,7,36
36180,OLDER FAMILIES,Mainstream,13,36
36181,RETIREES,Premium,15,36
36182,OLDER SINGLES/COUPLES,Mainstream,13,36
36183,OLDER SINGLES/COUPLES,Budget,1,36
36184,OLDER SINGLES/COUPLES,Mainstream,3,36
36185,RETIREES,Premium,7,36
36186,RETIREES,Mainstream,3,36
36187,NEW FAMILIES,Mainstream,2,36
36188,YOUNG FAMILIES,Mainstream,5,36
36189,OLDER SINGLES/COUPLES,Mainstream,11,36
36190,YOUNG SINGLES/COUPLES,Budget,6,36
36191,YOUNG SINGLES/COUPLES,Mainstream,9,36
36192,YOUNG SINGLES/COUPLES,Mainstream,5,36
36193,OLDER FAMILIES,Mainstream,12,36
36194,YOUNG SINGLES/COUPLES,Premium,7,36
36195,OLDER SINGLES/COUPLES,Budget,8,36
36196,YOUNG FAMILIES,Premium,4,36
36197,MIDAGE SINGLES/COUPLES,Premium,3,36
36198,OLDER SINGLES/COUPLES,Premium,14,36
36199,OLDER SINGLES/COUPLES,Premium,9,36
36200,YOUNG SINGLES/COUPLES,Budget,7,36
36201,RETIREES,Budget,2,36
36202,RETIREES,Mainstream,15,36
36203,MIDAGE SINGLES/COUPLES,Budget,9,36
36204,OLDER FAMILIES,Mainstream,10,36
36205,YOUNG SINGLES/COUPLES,Budget,5,36
36206,MIDAGE SINGLES/COUPLES,Mainstream,2,36
36207,OLDER SINGLES/COUPLES,Mainstream,11,36
36209,OLDER FAMILIES,Mainstream,9,36
36210,MIDAGE SINGLES/COUPLES,Budget,14,36
36211,MIDAGE SINGLES/COUPLES,Mainstream,4,36
36212,YOUNG SINGLES/COUPLES,Mainstream,5,36
36213,RETIREES,Mainstream,14,36
36214,NEW FAMILIES,Budget,6,36
36215,YOUNG FAMILIES,Budget,8,36
36216,MIDAGE SINGLES/COUPLES,Budget,4,36
36217,OLDER SINGLES/COUPLES,Premium,14,36
36218,RETIREES,Budget,1,36
36219,OLDER FAMILIES,Mainstream,14,36
36220,YOUNG SINGLES/COUPLES,Mainstream,9,36
36221,YOUNG SINGLES/COUPLES,Budget,2,36
36222,RETIREES,Mainstream,14,36
36223,YOUNG FAMILIES,Mainstream,5,36
36224,YOUNG SINGLES/COUPLES,Mainstream,3,36
36225,OLDER SINGLES/COUPLES,Mainstream,5,36
36226,RETIREES,Budget,5,36
36227,OLDER SINGLES/COUPLES,Budget,3,36
36228,YOUNG SINGLES/COUPLES,Mainstream,2,36
36229,OLDER FAMILIES,Budget,5,36
36230,OLDER SINGLES/COUPLES,Budget,6,36
36231,RETIREES,Mainstream,3,36
36232,OLDER SINGLES/COUPLES,Budget,2,36
36233,YOUNG FAMILIES,Premium,10,36
36234,NEW FAMILIES,Premium,2,36
36235,YOUNG FAMILIES,Budget,10,36
36236,OLDER SINGLES/COUPLES,Mainstream,1,36
36237,MIDAGE SINGLES/COUPLES,Mainstream,1,36
36238,MIDAGE SINGLES/COUPLES,Mainstream,13,36
36239,OLDER SINGLES/COUPLES,Premium,14,36
36240,OLDER SINGLES/COUPLES,Premium,1,36
36241,YOUNG SINGLES/COUPLES,Mainstream,3,36
36242,OLDER SINGLES/COUPLES,Premium,15,36
36243,RETIREES,Mainstream,9,36
36244,YOUNG SINGLES/COUPLES,Mainstream,7,36
36245,RETIREES,Mainstream,8,36
36246,OLDER FAMILIES,Budget,1,36
36247,OLDER SINGLES/COUPLES,Mainstream,10,36
36248,RETIREES,Budget,3,36
36249,OLDER SINGLES/COUPLES,Premium,4,36
36250,OLDER SINGLES/COUPLES,Mainstream,6,36
36251,OLDER SINGLES/COUPLES,Premium,14,36
36252,YOUNG SINGLES/COUPLES,Premium,4,36
36253,YOUNG FAMILIES,Budget,2,36
36254,RETIREES,Budget,8,36
36255,MIDAGE SINGLES/COUPLES,Mainstream,10,36
36256,RETIREES,Budget,2,36
36257,RETIREES,Mainstream,7,36
36258,YOUNG SINGLES/COUPLES,Premium,3,36
36259,YOUNG FAMILIES,Mainstream,1,36
36260,YOUNG SINGLES/COUPLES,Mainstream,9,36
36261,OLDER FAMILIES,Premium,2,36
36262,OLDER SINGLES/COUPLES,Mainstream,6,36
36263,YOUNG FAMILIES,Premium,5,36
36264,RETIREES,Premium,3,36
36265,YOUNG SINGLES/COUPLES,Mainstream,9,36
36266,OLDER SINGLES/COUPLES,Mainstream,5,36
36267,RETIREES,Budget,3,36
36268,OLDER SINGLES/COUPLES,Budget,4,36
36269,OLDER SINGLES/COUPLES,Premium,3,36
36270,OLDER SINGLES/COUPLES,Premium,10,36
36271,RETIREES,Budget,8,36
36272,YOUNG SINGLES/COUPLES,Premium,4,36
36273,YOUNG SINGLES/COUPLES,Mainstream,2,36
36274,OLDER SINGLES/COUPLES,Mainstream,7,36
36275,NEW FAMILIES,Mainstream,15,36
36276,OLDER SINGLES/COUPLES,Premium,12,36
36277,YOUNG SINGLES/COUPLES,Mainstream,5,36
36278,OLDER FAMILIES,Premium,2,36
36279,YOUNG FAMILIES,Budget,6,36
36280,YOUNG FAMILIES,Premium,7,36
36281,MIDAGE SINGLES/COUPLES,Premium,13,36
36282,MIDAGE SINGLES/COUPLES,Budget,3,36
36283,OLDER SINGLES/COUPLES,Budget,10,36
36284,RETIREES,Mainstream,13,36
36285,OLDER SINGLES/COUPLES,Budget,2,36
36286,OLDER SINGLES/COUPLES,Mainstream,3,36
36287,OLDER SINGLES/COUPLES,Budget,3,36
36288,MIDAGE SINGLES/COUPLES,Mainstream,3,36
36289,YOUNG FAMILIES,Budget,6,36
36290,RETIREES,Budget,10,36
36291,OLDER SINGLES/COUPLES,Budget,2,36
36292,RETIREES,Premium,2,36
36293,YOUNG SINGLES/COUPLES,Premium,7,36
36294,OLDER FAMILIES,Budget,9,36
36295,OLDER SINGLES/COUPLES,Budget,11,36
36296,RETIREES,Budget,11,36
36297,OLDER SINGLES/COUPLES,Premium,9,36
36298,RETIREES,Mainstream,12,36
36299,OLDER FAMILIES,Budget,14,36
36300,RETIREES,Mainstream,8,36
36301,YOUNG SINGLES/COUPLES,Mainstream,4,36
36302,MIDAGE SINGLES/COUPLES,Budget,8,36
36303,OLDER FAMILIES,Mainstream,10,36
36304,YOUNG FAMILIES,Budget,1,36
36305,YOUNG FAMILIES,Premium,9,36
36306,OLDER FAMILIES,Premium,5,36
36307,RETIREES,Budget,2,36
36308,NEW FAMILIES,Budget,13,36
36309,OLDER SINGLES/COUPLES,Budget,3,36
36310,YOUNG SINGLES/COUPLES,Mainstream,9,36
36311,OLDER SINGLES/COUPLES,Budget,4,36
36312,RETIREES,Mainstream,12,36
36313,YOUNG SINGLES/COUPLES,Premium,3,36
36314,RETIREES,Mainstream,14,36
36315,OLDER SINGLES/COUPLES,Premium,14,36
36316,RETIREES,Budget,3,36
36317,RETIREES,Budget,1,36
36318,OLDER SINGLES/COUPLES,Premium,15,36
36319,YOUNG SINGLES/COUPLES,Mainstream,7,36
36320,YOUNG FAMILIES,Mainstream,10,36
36321,YOUNG SINGLES/COUPLES,Mainstream,5,36
36322,OLDER SINGLES/COUPLES,Mainstream,5,36
36323,RETIREES,Mainstream,15,36
36324,NEW FAMILIES,Mainstream,13,36
36325,OLDER FAMILIES,Premium,6,36
36326,RETIREES,Premium,10,36
36327,YOUNG SINGLES/COUPLES,Mainstream,4,36
36328,OLDER SINGLES/COUPLES,Budget,3,36
36329,NEW FAMILIES,Premium,14,36
36330,YOUNG SINGLES/COUPLES,Mainstream,6,36
36331,RETIREES,Premium,11,36
36332,OLDER FAMILIES,Premium,7,36
36333,YOUNG SINGLES/COUPLES,Mainstream,5,36
36334,YOUNG SINGLES/COUPLES,Mainstream,10,36
36335,YOUNG SINGLES/COUPLES,Budget,7,36
36336,RETIREES,Mainstream,9,36
36337,MIDAGE SINGLES/COUPLES,Mainstream,12,36
36338,MIDAGE SINGLES/COUPLES,Mainstream,4,36
36339,YOUNG SINGLES/COUPLES,Mainstream,5,36
36340,NEW FAMILIES,Mainstream,11,36
36341,YOUNG SINGLES/COUPLES,Budget,8,36
36342,OLDER FAMILIES,Mainstream,15,36
36343,OLDER SINGLES/COUPLES,Premium,1,36
36344,OLDER SINGLES/COUPLES,Mainstream,1,36
36345,OLDER FAMILIES,Budget,7,36
36346,YOUNG SINGLES/COUPLES,Budget,8,36
36347,MIDAGE SINGLES/COUPLES,Budget,13,36
36348,OLDER SINGLES/COUPLES,Budget,1,36
36349,YOUNG SINGLES/COUPLES,Budget,9,36
36350,OLDER FAMILIES,Premium,2,36
36351,MIDAGE SINGLES/COUPLES,Mainstream,12,36
36352,YOUNG SINGLES/COUPLES,Mainstream,1,36
36353,YOUNG SINGLES/COUPLES,Mainstream,4,36
36354,RETIREES,Mainstream,10,36
36355,OLDER SINGLES/COUPLES,Mainstream,11,36
36356,OLDER SINGLES/COUPLES,Budget,5,36
36357,YOUNG FAMILIES,Budget,9,36
36358,OLDER SINGLES/COUPLES,Mainstream,15,36
36359,MIDAGE SINGLES/COUPLES,Budget,14,36
36360,OLDER SINGLES/COUPLES,Budget,6,36
36361,RETIREES,Mainstream,13,36
36362,YOUNG SINGLES/COUPLES,Budget,9,36
37000,YOUNG FAMILIES,Budget,2,37
37001,RETIREES,Premium,12,37
37003,RETIREES,Budget,1,37
37004,MIDAGE SINGLES/COUPLES,Mainstream,9,37
37005,OLDER SINGLES/COUPLES,Mainstream,8,37
37006,OLDER SINGLES/COUPLES,Budget,7,37
37007,OLDER SINGLES/COUPLES,Budget,8,37
37008,OLDER SINGLES/COUPLES,Budget,1,37
37009,MIDAGE SINGLES/COUPLES,Mainstream,1,37
37010,YOUNG SINGLES/COUPLES,Mainstream,1,37
37011,YOUNG SINGLES/COUPLES,Mainstream,8,37
37013,OLDER SINGLES/COUPLES,Budget,4,37
37014,YOUNG SINGLES/COUPLES,Budget,8,37
37015,RETIREES,Budget,10,37
37016,OLDER SINGLES/COUPLES,Premium,15,37
37019,YOUNG FAMILIES,Premium,5,37
37020,OLDER SINGLES/COUPLES,Premium,13,37
37021,YOUNG FAMILIES,Budget,9,37
37022,RETIREES,Budget,12,37
37023,OLDER SINGLES/COUPLES,Budget,15,37
37025,OLDER FAMILIES,Budget,6,37
37027,OLDER FAMILIES,Premium,6,37
37028,YOUNG SINGLES/COUPLES,Mainstream,8,37
37029,RETIREES,Mainstream,7,37
37030,OLDER FAMILIES,Budget,7,37
37031,OLDER FAMILIES,Premium,13,37
37032,RETIREES,Budget,6,37
37033,RETIREES,Mainstream,12,37
37036,YOUNG SINGLES/COUPLES,Premium,8,37
37037,YOUNG SINGLES/COUPLES,Budget,3,37
37039,RETIREES,Mainstream,6,37
37040,YOUNG FAMILIES,Budget,3,37
37041,YOUNG FAMILIES,Premium,10,37
37042,OLDER SINGLES/COUPLES,Mainstream,11,37
37045,NEW FAMILIES,Budget,5,37
37046,YOUNG FAMILIES,Budget,9,37
37047,YOUNG FAMILIES,Budget,9,37
37048,YOUNG SINGLES/COUPLES,Mainstream,6,37
37049,YOUNG FAMILIES,Premium,9,37
37050,YOUNG FAMILIES,Budget,6,37
37053,MIDAGE SINGLES/COUPLES,Premium,7,37
37054,YOUNG FAMILIES,Mainstream,7,37
37055,OLDER SINGLES/COUPLES,Budget,9,37
37056,YOUNG SINGLES/COUPLES,Mainstream,9,37
37057,OLDER SINGLES/COUPLES,Mainstream,2,37
37059,RETIREES,Premium,10,37
37060,NEW FAMILIES,Budget,9,37
37061,RETIREES,Mainstream,14,37
37062,RETIREES,Mainstream,9,37
37064,MIDAGE SINGLES/COUPLES,Mainstream,3,37
37065,RETIREES,Budget,10,37
37066,OLDER SINGLES/COUPLES,Budget,12,37
37067,RETIREES,Mainstream,8,37
37068,RETIREES,Premium,6,37
37069,OLDER SINGLES/COUPLES,Premium,15,37
37070,YOUNG SINGLES/COUPLES,Mainstream,1,37
37071,RETIREES,Budget,13,37
37072,RETIREES,Budget,10,37
37073,RETIREES,Premium,3,37
37075,MIDAGE SINGLES/COUPLES,Mainstream,5,37
37076,YOUNG SINGLES/COUPLES,Mainstream,10,37
37077,RETIREES,Budget,7,37
37078,NEW FAMILIES,Premium,6,37
37079,OLDER SINGLES/COUPLES,Premium,4,37
37083,RETIREES,Premium,14,37
37084,YOUNG SINGLES/COUPLES,Mainstream,10,37
37085,YOUNG SINGLES/COUPLES,Mainstream,2,37
37087,RETIREES,Premium,4,37
37088,RETIREES,Mainstream,13,37
37089,NEW FAMILIES,Premium,13,37
37090,OLDER FAMILIES,Mainstream,6,37
37091,YOUNG SINGLES/COUPLES,Premium,10,37
37092,YOUNG SINGLES/COUPLES,Mainstream,7,37
37093,YOUNG FAMILIES,Mainstream,9,37
37096,MIDAGE SINGLES/COUPLES,Premium,1,37
37097,YOUNG SINGLES/COUPLES,Mainstream,9,37
37098,YOUNG SINGLES/COUPLES,Mainstream,10,37
37100,OLDER SINGLES/COUPLES,Mainstream,14,37
37101,RETIREES,Budget,9,37
37102,OLDER SINGLES/COUPLES,Budget,1,37
37103,OLDER SINGLES/COUPLES,Budget,3,37
37104,YOUNG FAMILIES,Mainstream,7,37
37105,OLDER SINGLES/COUPLES,Budget,14,37
37106,YOUNG SINGLES/COUPLES,Mainstream,1,37
37107,YOUNG SINGLES/COUPLES,Budget,4,37
37108,RETIREES,Mainstream,5,37
37109,YOUNG SINGLES/COUPLES,Mainstream,10,37
37110,RETIREES,Budget,3,37
37112,YOUNG SINGLES/COUPLES,Mainstream,2,37
37113,MIDAGE SINGLES/COUPLES,Premium,3,37
37115,OLDER SINGLES/COUPLES,Mainstream,15,37
37116,MIDAGE SINGLES/COUPLES,Premium,13,37
37121,OLDER SINGLES/COUPLES,Premium,3,37
37122,YOUNG SINGLES/COUPLES,Premium,5,37
37123,OLDER SINGLES/COUPLES,Premium,11,37
37125,RETIREES,Budget,1,37
37126,OLDER FAMILIES,Budget,13,37
37127,YOUNG SINGLES/COUPLES,Mainstream,8,37
37128,YOUNG SINGLES/COUPLES,Mainstream,10,37
37129,RETIREES,Mainstream,10,37
37130,RETIREES,Premium,8,37
37131,YOUNG FAMILIES,Mainstream,1,37
37132,MIDAGE SINGLES/COUPLES,Premium,13,37
37133,YOUNG SINGLES/COUPLES,Mainstream,10,37
37134,RETIREES,Premium,15,37
37135,OLDER FAMILIES,Premium,10,37
37136,OLDER SINGLES/COUPLES,Budget,11,37
37137,YOUNG SINGLES/COUPLES,Mainstream,2,37
37138,OLDER SINGLES/COUPLES,Premium,2,37
37139,RETIREES,Premium,10,37
37140,NEW FAMILIES,Budget,5,37
37141,OLDER SINGLES/COUPLES,Budget,7,37
37142,OLDER FAMILIES,Premium,15,37
37144,RETIREES,Mainstream,10,37
37145,YOUNG SINGLES/COUPLES,Mainstream,2,37
37146,OLDER SINGLES/COUPLES,Premium,9,37
37147,RETIREES,Premium,13,37
37148,YOUNG SINGLES/COUPLES,Mainstream,5,37
37151,YOUNG FAMILIES,Budget,10,37
37152,RETIREES,Premium,12,37
37153,YOUNG SINGLES/COUPLES,Budget,2,37
37154,RETIREES,Budget,12,37
37155,NEW FAMILIES,Mainstream,3,37
37156,YOUNG FAMILIES,Mainstream,3,37
37157,MIDAGE SINGLES/COUPLES,Mainstream,4,37
37158,OLDER SINGLES/COUPLES,Budget,14,37
37159,YOUNG SINGLES/COUPLES,Mainstream,6,37
37162,YOUNG SINGLES/COUPLES,Premium,7,37
37163,YOUNG FAMILIES,Budget,1,37
37164,YOUNG SINGLES/COUPLES,Mainstream,1,37
37165,RETIREES,Mainstream,15,37
37166,OLDER SINGLES/COUPLES,Budget,1,37
37167,RETIREES,Budget,7,37
37168,RETIREES,Premium,2,37
37169,OLDER SINGLES/COUPLES,Budget,7,37
37170,YOUNG FAMILIES,Budget,8,37
37171,MIDAGE SINGLES/COUPLES,Budget,9,37
37172,RETIREES,Mainstream,2,37
37173,OLDER SINGLES/COUPLES,Premium,1,37
37175,RETIREES,Premium,11,37
37177,OLDER SINGLES/COUPLES,Mainstream,12,37
37178,YOUNG SINGLES/COUPLES,Mainstream,7,37
37179,YOUNG SINGLES/COUPLES,Budget,5,37
37180,YOUNG SINGLES/COUPLES,Mainstream,10,37
37181,YOUNG SINGLES/COUPLES,Mainstream,10,37
37182,YOUNG FAMILIES,Budget,9,37
37183,OLDER SINGLES/COUPLES,Premium,3,37
37184,YOUNG SINGLES/COUPLES,Mainstream,3,37
37185,YOUNG SINGLES/COUPLES,Mainstream,1,37
37187,RETIREES,Mainstream,9,37
37188,OLDER FAMILIES,Mainstream,4,37
37189,YOUNG SINGLES/COUPLES,Mainstream,9,37
37191,OLDER SINGLES/COUPLES,Mainstream,8,37
37193,YOUNG SINGLES/COUPLES,Mainstream,6,37
37194,YOUNG SINGLES/COUPLES,Mainstream,3,37
37195,YOUNG FAMILIES,Budget,7,37
37196,YOUNG SINGLES/COUPLES,Mainstream,7,37
37197,RETIREES,Budget,15,37
37198,OLDER FAMILIES,Mainstream,12,37
37199,MIDAGE SINGLES/COUPLES,Premium,11,37
37200,MIDAGE SINGLES/COUPLES,Budget,5,37
37201,YOUNG FAMILIES,Budget,7,37
37202,YOUNG SINGLES/COUPLES,Budget,1,37
37203,YOUNG SINGLES/COUPLES,Mainstream,10,37
37205,OLDER FAMILIES,Budget,6,37
37208,YOUNG SINGLES/COUPLES,Budget,3,37
37209,OLDER SINGLES/COUPLES,Premium,6,37
37210,RETIREES,Mainstream,10,37
37211,YOUNG SINGLES/COUPLES,Mainstream,2,37
37214,RETIREES,Mainstream,3,37
37216,YOUNG SINGLES/COUPLES,Mainstream,6,37
37220,RETIREES,Budget,14,37
37221,RETIREES,Budget,9,37
37222,YOUNG SINGLES/COUPLES,Mainstream,5,37
37224,OLDER FAMILIES,Mainstream,11,37
37226,YOUNG FAMILIES,Mainstream,5,37
37228,OLDER FAMILIES,Budget,11,37
37230,RETIREES,Mainstream,4,37
37231,OLDER FAMILIES,Mainstream,10,37
37232,MIDAGE SINGLES/COUPLES,Premium,11,37
37233,OLDER SINGLES/COUPLES,Premium,1,37
37234,RETIREES,Premium,11,37
37236,YOUNG SINGLES/COUPLES,Mainstream,4,37
37237,RETIREES,Mainstream,3,37
37238,NEW FAMILIES,Budget,12,37
37239,YOUNG SINGLES/COUPLES,Mainstream,3,37
37241,RETIREES,Mainstream,11,37
37242,OLDER FAMILIES,Budget,1,37
37243,MIDAGE SINGLES/COUPLES,Mainstream,3,37
37244,YOUNG SINGLES/COUPLES,Premium,7,37
37245,OLDER SINGLES/COUPLES,Premium,2,37
37246,NEW FAMILIES,Budget,10,37
37248,YOUNG FAMILIES,Budget,3,37
37249,OLDER SINGLES/COUPLES,Budget,6,37
37250,NEW FAMILIES,Budget,1,37
37252,MIDAGE SINGLES/COUPLES,Mainstream,5,37
37253,RETIREES,Mainstream,5,37
37254,OLDER SINGLES/COUPLES,Premium,4,37
37255,RETIREES,Mainstream,1,37
37256,YOUNG FAMILIES,Budget,4,37
37258,OLDER SINGLES/COUPLES,Premium,6,37
37259,YOUNG SINGLES/COUPLES,Mainstream,1,37
37260,OLDER SINGLES/COUPLES,Premium,12,37
37261,YOUNG FAMILIES,Mainstream,8,37
37262,OLDER SINGLES/COUPLES,Premium,14,37
37264,RETIREES,Premium,3,37
37265,OLDER SINGLES/COUPLES,Budget,12,37
37266,MIDAGE SINGLES/COUPLES,Premium,6,37
37267,RETIREES,Budget,6,37
37269,RETIREES,Premium,3,37
37270,YOUNG SINGLES/COUPLES,Mainstream,1,37
37271,RETIREES,Premium,14,37
37272,RETIREES,Premium,10,37
37273,MIDAGE SINGLES/COUPLES,Premium,11,37
37274,RETIREES,Budget,12,37
37275,RETIREES,Premium,9,37
37276,YOUNG FAMILIES,Mainstream,6,37
37277,NEW FAMILIES,Premium,1,37
37278,MIDAGE SINGLES/COUPLES,Mainstream,1,37
37279,OLDER FAMILIES,Budget,5,37
37280,RETIREES,Budget,6,37
37282,RETIREES,Premium,10,37
37286,OLDER FAMILIES,Premium,15,37
37288,OLDER FAMILIES,Budget,3,37
37289,OLDER SINGLES/COUPLES,Mainstream,2,37
37291,YOUNG SINGLES/COUPLES,Mainstream,1,37
37292,RETIREES,Mainstream,9,37
37293,RETIREES,Mainstream,6,37
37295,OLDER SINGLES/COUPLES,Mainstream,3,37
37296,YOUNG SINGLES/COUPLES,Budget,5,37
37298,RETIREES,Mainstream,13,37
37299,OLDER FAMILIES,Mainstream,1,37
37300,YOUNG FAMILIES,Budget,6,37
37301,NEW FAMILIES,Premium,4,37
37302,YOUNG SINGLES/COUPLES,Premium,7,37
37303,RETIREES,Budget,13,37
37306,YOUNG SINGLES/COUPLES,Budget,1,37
37308,YOUNG SINGLES/COUPLES,Mainstream,7,37
37315,OLDER FAMILIES,Budget,8,37
37316,MIDAGE SINGLES/COUPLES,Premium,15,37
37317,NEW FAMILIES,Premium,1,37
37318,OLDER SINGLES/COUPLES,Mainstream,15,37
37319,YOUNG SINGLES/COUPLES,Mainstream,9,37
37320,OLDER FAMILIES,Budget,3,37
37321,MIDAGE SINGLES/COUPLES,Premium,10,37
37323,OLDER SINGLES/COUPLES,Budget,11,37
37324,RETIREES,Budget,12,37
37325,YOUNG SINGLES/COUPLES,Budget,8,37
37326,YOUNG SINGLES/COUPLES,Premium,6,37
37327,OLDER SINGLES/COUPLES,Budget,7,37
37328,YOUNG FAMILIES,Budget,10,37
37329,OLDER FAMILIES,Premium,11,37
37332,RETIREES,Premium,15,37
37333,OLDER SINGLES/COUPLES,Premium,6,37
37334,OLDER SINGLES/COUPLES,Premium,3,37
37335,OLDER SINGLES/COUPLES,Premium,13,37
37336,YOUNG SINGLES/COUPLES,Mainstream,3,37
37337,OLDER FAMILIES,Budget,12,37
37338,YOUNG SINGLES/COUPLES,Mainstream,5,37
37339,OLDER SINGLES/COUPLES,Budget,3,37
37340,OLDER FAMILIES,Mainstream,13,37
37341,OLDER FAMILIES,Mainstream,15,37
37342,YOUNG FAMILIES,Mainstream,8,37
37344,OLDER FAMILIES,Premium,4,37
37345,OLDER SINGLES/COUPLES,Mainstream,14,37
37346,YOUNG SINGLES/COUPLES,Mainstream,9,37
37347,YOUNG FAMILIES,Budget,9,37
37348,OLDER SINGLES/COUPLES,Mainstream,13,37
37349,YOUNG SINGLES/COUPLES,Mainstream,6,37
37350,MIDAGE SINGLES/COUPLES,Premium,9,37
37351,YOUNG SINGLES/COUPLES,Mainstream,9,37
37352,MIDAGE SINGLES/COUPLES,Budget,6,37
37354,MIDAGE SINGLES/COUPLES,Mainstream,11,37
37356,OLDER FAMILIES,Budget,1,37
37358,YOUNG SINGLES/COUPLES,Budget,5,37
37360,MIDAGE SINGLES/COUPLES,Budget,12,37
37361,OLDER SINGLES/COUPLES,Premium,8,37
37362,OLDER SINGLES/COUPLES,Premium,2,37
37363,YOUNG SINGLES/COUPLES,Mainstream,9,37
37365,OLDER SINGLES/COUPLES,Budget,7,37
37366,YOUNG FAMILIES,Premium,2,37
37368,OLDER FAMILIES,Budget,12,37
37369,MIDAGE SINGLES/COUPLES,Premium,5,37
37374,NEW FAMILIES,Budget,8,37
37375,RETIREES,Budget,7,37
37376,YOUNG FAMILIES,Mainstream,7,37
37377,OLDER SINGLES/COUPLES,Budget,6,37
37378,RETIREES,Budget,14,37
37379,YOUNG SINGLES/COUPLES,Mainstream,9,37
37381,RETIREES,Budget,6,37
37382,YOUNG SINGLES/COUPLES,Mainstream,1,37
37383,OLDER SINGLES/COUPLES,Budget,9,37
37384,YOUNG SINGLES/COUPLES,Mainstream,9,37
38000,NEW FAMILIES,Premium,5,38
38001,YOUNG SINGLES/COUPLES,Budget,9,38
38005,OLDER FAMILIES,Budget,4,38
38006,YOUNG SINGLES/COUPLES,Mainstream,10,38
38007,OLDER FAMILIES,Mainstream,7,38
38009,OLDER FAMILIES,Premium,8,38
38010,YOUNG SINGLES/COUPLES,Mainstream,6,38
38011,YOUNG FAMILIES,Mainstream,5,38
38012,RETIREES,Premium,1,38
38013,YOUNG SINGLES/COUPLES,Premium,1,38
38015,YOUNG SINGLES/COUPLES,Mainstream,1,38
38016,YOUNG SINGLES/COUPLES,Premium,4,38
38017,OLDER SINGLES/COUPLES,Budget,11,38
38020,MIDAGE SINGLES/COUPLES,Mainstream,10,38
38021,OLDER FAMILIES,Budget,3,38
38022,RETIREES,Mainstream,2,38
38023,YOUNG FAMILIES,Premium,6,38
38024,MIDAGE SINGLES/COUPLES,Premium,14,38
38025,YOUNG SINGLES/COUPLES,Premium,9,38
38026,YOUNG SINGLES/COUPLES,Mainstream,9,38
38028,OLDER FAMILIES,Budget,3,38
38029,OLDER SINGLES/COUPLES,Mainstream,1,38
38030,YOUNG SINGLES/COUPLES,Mainstream,5,38
38031,OLDER SINGLES/COUPLES,Budget,4,38
38035,YOUNG FAMILIES,Premium,3,38
38036,YOUNG FAMILIES,Budget,3,38
38037,OLDER SINGLES/COUPLES,Mainstream,5,38
38038,YOUNG SINGLES/COUPLES,Mainstream,8,38
38039,OLDER SINGLES/COUPLES,Mainstream,14,38
38040,YOUNG SINGLES/COUPLES,Budget,10,38
38041,RETIREES,Mainstream,12,38
38042,OLDER FAMILIES,Premium,1,38
38043,YOUNG FAMILIES,Premium,1,38
38044,MIDAGE SINGLES/COUPLES,Mainstream,14,38
38045,YOUNG SINGLES/COUPLES,Mainstream,9,38
38047,OLDER FAMILIES,Premium,5,38
38048,OLDER SINGLES/COUPLES,Premium,15,38
38050,YOUNG FAMILIES,Budget,5,38
38052,OLDER FAMILIES,Premium,2,38
38053,RETIREES,Premium,9,38
38054,MIDAGE SINGLES/COUPLES,Premium,9,38
38055,YOUNG FAMILIES,Budget,7,38
38056,RETIREES,Mainstream,10,38
38057,YOUNG SINGLES/COUPLES,Mainstream,9,38
38058,RETIREES,Mainstream,2,38
38059,NEW FAMILIES,Premium,5,38
38060,OLDER FAMILIES,Budget,13,38
