name,price,mileage,engine_type,transmission_type,color,drivewheel_configuration
Used 2021 Genesis GV80 3.5T Advanced +,51000,"30,438",6-Cylinder Turbo,Automatic,Gray,All Wheel Drive
Used 2022 Genesis G90 3.3T Premium,61500,"12,563",6-Cylinder Turbo,Automatic,White,2 Wheel Drive - Rear
Used 2023 Genesis GV80 3.5T Advanced + w/ Cargo Package,67000,"2,198",6-Cylinder Turbo,Automatic,Silver,All Wheel Drive
Used 2023 Genesis G70 3.3T,42200,"6,029",6-Cylinder Turbo,Automatic,White,2 Wheel Drive - Rear
Used 2023 Genesis G70 3.3T,48500,"3,921",6-Cylinder Turbo,Automatic,Blue,2 Wheel Drive - Rear
Used 2023 Genesis GV80 3.5T,64780,"1,347",6-Cylinder Turbo,Automatic,Silver,All Wheel Drive
Used 2023 Genesis G70 3.3T,48500,"3,921",6-Cylinder Turbo,Automatic,Blue,2 Wheel Drive - Rear
Used 2023 Genesis GV60 Advanced,49599,"10,319",Electric,Automatic,Silver,All Wheel Drive
Used 2023 Genesis G70 2.0T,39995,"4,864",4-Cylinder Turbo,Automatic,Red,2 wheel drive - rear
Used 2023 Genesis G80 3.5T,66895,387,6-Cylinder Turbo,Automatic,White,All wheel drive
Used 2023 Genesis GV60 Performance,58995,"5,011",Electric,Automatic,Brown,All wheel drive
Used 2023 Genesis GV80 3.5T Advanced +,67595,"12,768",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2023 Genesis GV70 3.5T Sport,62995,"8,748",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2022 Genesis GV70 2.5T w/ Advanced Package,47500,"5,234",4-Cylinder Turbo,Automatic,Blue,All Wheel Drive
Used 2020 Genesis G70 2.0T w/ Prestige Package,27495,"55,016",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T Advanced +,67995,"3,968",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2019 Genesis G80 3.8,30395,"24,432",6-Cylinder,Automatic,Black,2 wheel drive - rear
Used 2021 Genesis GV80 3.5T,50295,"34,168",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2021 Genesis GV80 2.5T,45289,"20,972",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,46999,"31,446",4-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,52565,"13,556",4-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2019 Genesis G70 3.3T Dynamic,29500,"17,253",6-Cylinder Turbo,Automatic,Burgundy,2 wheel drive - rear
Used 2019 Genesis G80 5.0 Ultimate,28000,"47,878",8-Cylinder,Automatic,White,2 wheel drive - rear
Used 2021 Genesis G70 2.0T,27588,"30,332",4-Cylinder Turbo,Automatic,Red,All wheel drive
Used 2022 Genesis GV80 3.5T,56488,"31,711",6-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2023 Genesis G70 2.0T,41075,"1,632",4-Cylinder Turbo,Automatic,Blue,All wheel drive
Used 2023 Genesis GV80 2.5T,53500,"8,056",4-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2021 Genesis GV80 3.5T Advanced +,51000,"30,438",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2022 Genesis G90 3.3T Premium,61500,"12,563",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T Advanced + w/ Cargo Package,67000,"2,198",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis G70 3.3T,42200,"6,029",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis G70 3.3T,48500,"3,921",6-Cylinder Turbo,Automatic,Blue,2 Wheel Drive - Rear
Used 2023 Genesis GV80 3.5T,64780,"1,347",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2020 Genesis G70 2.0T,28500,"11,724",4-Cylinder Turbo,Automatic,Silver,2 Wheel Drive - Rear
Used 2022 Genesis GV80 3.5T Advanced +,56799,"34,570",6-Cylinder Turbo,Automatic,White,All Wheel Drive
Used 2023 Genesis G70 2.0T,39995,"4,864",4-Cylinder Turbo,Automatic,Red,2 wheel drive - rear
Used 2023 Genesis G80 3.5T,66895,387,6-Cylinder Turbo,Automatic,White,All wheel drive
Used 2023 Genesis GV60 Performance,58995,"5,011",Electric,Automatic,Brown,All wheel drive
Used 2023 Genesis GV80 3.5T Advanced +,67595,"12,768",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2020 Genesis G70 2.0T w/ Prestige Package,27495,"55,016",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2021 Genesis G70 2.0T,30999,"28,874",4-Cylinder Turbo,Automatic,White,2 Wheel Drive - Rear
Used 2023 Genesis GV80 3.5T Advanced +,67995,"3,968",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2019 Genesis G80 3.8,30395,"24,432",6-Cylinder,Automatic,Black,2 wheel drive - rear
Used 2021 Genesis GV80 3.5T,50295,"34,168",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis GV70 3.5T Sport,62995,"8,748",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2021 Genesis GV80 2.5T,45289,"20,972",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,46999,"31,446",4-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,52565,"13,556",4-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2019 Genesis G70 3.3T Dynamic,29500,"17,253",6-Cylinder Turbo,Automatic,Burgundy,2 wheel drive - rear
Used 2019 Genesis G80 5.0 Ultimate,28000,"47,878",8-Cylinder,Automatic,White,2 wheel drive - rear
Used 2021 Genesis G70 2.0T,27588,"30,332",4-Cylinder Turbo,Automatic,Red,All wheel drive
Used 2022 Genesis GV80 3.5T,56488,"31,711",6-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2023 Genesis G70 2.0T,41075,"1,632",4-Cylinder Turbo,Automatic,Blue,All wheel drive
Used 2023 Genesis GV80 2.5T,53500,"8,056",4-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2021 Genesis GV80 3.5T Advanced +,51000,"30,438",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2022 Genesis G90 3.3T Premium,61500,"12,563",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T Advanced + w/ Cargo Package,67000,"2,198",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis G70 3.3T,42200,"6,029",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis G70 3.3T,48500,"3,921",6-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T,64780,"1,347",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis G80 2.5T w/ Advanced Package,53181,"3,648",4-Cylinder Turbo,Automatic,Black,2 Wheel Drive - Rear
Used 2023 Genesis G80 2.5T w/ Advanced Package,48453,"11,088",4-Cylinder Turbo,Automatic,Gray,2 Wheel Drive - Rear
Used 2023 Genesis G70 2.0T,39995,"4,864",4-Cylinder Turbo,Automatic,Red,2 wheel drive - rear
Used 2023 Genesis G80 3.5T,66895,387,6-Cylinder Turbo,Automatic,White,All wheel drive
Used 2023 Genesis GV60 Performance,58995,"5,011",Electric,Automatic,Brown,All wheel drive
Used 2023 Genesis GV80 3.5T Advanced +,67595,"12,768",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2020 Genesis G70 2.0T w/ Prestige Package,27495,"55,016",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2023 Genesis GV60 Performance,68355,"3,876",Electric,Automatic,Black,All Wheel Drive
Used 2023 Genesis GV80 3.5T Advanced +,67995,"3,968",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2019 Genesis G80 3.8,30395,"24,432",6-Cylinder,Automatic,Black,2 wheel drive - rear
Used 2021 Genesis GV80 3.5T,50295,"34,168",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis GV70 3.5T Sport,62995,"8,748",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2021 Genesis GV80 2.5T,45289,"20,972",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,46999,"31,446",4-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,52565,"13,556",4-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2019 Genesis G70 3.3T Dynamic,29500,"17,253",6-Cylinder Turbo,Automatic,Burgundy,2 wheel drive - rear
Used 2019 Genesis G80 5.0 Ultimate,28000,"47,878",8-Cylinder,Automatic,White,2 wheel drive - rear
Used 2021 Genesis G70 2.0T,27588,"30,332",4-Cylinder Turbo,Automatic,Red,All wheel drive
Used 2022 Genesis GV80 3.5T,56488,"31,711",6-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2023 Genesis G70 2.0T,41075,"1,632",4-Cylinder Turbo,Automatic,Blue,All wheel drive
Used 2023 Genesis GV80 2.5T,53500,"8,056",4-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2021 Genesis GV80 3.5T Advanced +,51000,"30,438",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2022 Genesis G90 3.3T Premium,61500,"12,563",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T Advanced + w/ Cargo Package,67000,"2,198",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis G70 3.3T,42200,"6,029",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis G70 3.3T,48500,"3,921",6-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T,64780,"1,347",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2018 Genesis G90 5.0 Ultimate,30956,"82,687",8-Cylinder,Automatic,Gray,All Wheel Drive
Certified 2023 Genesis G70 2.0T,41988,"5,890",4-Cylinder Turbo,Automatic,White,All Wheel Drive
Used 2023 Genesis G70 2.0T,39995,"4,864",4-Cylinder Turbo,Automatic,Red,2 wheel drive - rear
Used 2023 Genesis G80 3.5T,66895,387,6-Cylinder Turbo,Automatic,White,All wheel drive
Used 2023 Genesis GV60 Performance,58995,"5,011",Electric,Automatic,Brown,All wheel drive
Used 2023 Genesis GV80 3.5T Advanced +,67595,"12,768",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2020 Genesis G70 2.0T w/ Prestige Package,27495,"55,016",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis G70 2.0T w/ Prestige Package,34295,0,4-Cylinder Turbo,Automatic,Black,2 Wheel Drive - Rear
Used 2023 Genesis GV80 3.5T Advanced +,67995,"3,968",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2019 Genesis G80 3.8,30395,"24,432",6-Cylinder,Automatic,Black,2 wheel drive - rear
Used 2021 Genesis GV80 3.5T,50295,"34,168",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis GV70 3.5T Sport,62995,"8,748",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2021 Genesis GV80 2.5T,45289,"20,972",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,46999,"31,446",4-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,52565,"13,556",4-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2019 Genesis G70 3.3T Dynamic,29500,"17,253",6-Cylinder Turbo,Automatic,Burgundy,2 wheel drive - rear
Used 2019 Genesis G80 5.0 Ultimate,28000,"47,878",8-Cylinder,Automatic,White,2 wheel drive - rear
Used 2021 Genesis G70 2.0T,27588,"30,332",4-Cylinder Turbo,Automatic,Red,All wheel drive
Used 2022 Genesis GV80 3.5T,56488,"31,711",6-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2023 Genesis G70 2.0T,41075,"1,632",4-Cylinder Turbo,Automatic,Blue,All wheel drive
Used 2023 Genesis GV80 2.5T,53500,"8,056",4-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2021 Genesis GV80 3.5T Advanced +,51000,"30,438",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2022 Genesis G90 3.3T Premium,61500,"12,563",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T Advanced + w/ Cargo Package,67000,"2,198",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis G70 3.3T,42200,"6,029",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis G70 3.3T,48500,"3,921",6-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T,64780,"1,347",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2022 Genesis G70 2.0T,25495,"46,357",4-Cylinder Turbo,Automatic,Black,2 Wheel Drive - Rear
Used 2018 Genesis G80 3.8 w/ Option Group 03,29990,"17,690",6-Cylinder,Automatic,Blue,2 Wheel Drive - Rear
Used 2023 Genesis G70 2.0T,39995,"4,864",4-Cylinder Turbo,Automatic,Red,2 wheel drive - rear
Used 2023 Genesis G80 3.5T,66895,387,6-Cylinder Turbo,Automatic,White,All wheel drive
Used 2023 Genesis GV60 Performance,58995,"5,011",Electric,Automatic,Brown,All wheel drive
Used 2023 Genesis GV80 3.5T Advanced +,67595,"12,768",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2020 Genesis G70 2.0T w/ Prestige Package,27495,"55,016",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2023 Genesis G70 2.0T,37942,"27,522",4-Cylinder Turbo,Automatic,White,All Wheel Drive
Used 2023 Genesis GV80 3.5T Advanced +,67995,"3,968",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2019 Genesis G80 3.8,30395,"24,432",6-Cylinder,Automatic,Black,2 wheel drive - rear
Used 2021 Genesis GV80 3.5T,50295,"34,168",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis GV70 3.5T Sport,62995,"8,748",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2021 Genesis GV80 2.5T,45289,"20,972",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,46999,"31,446",4-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,52565,"13,556",4-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2019 Genesis G70 3.3T Dynamic,29500,"17,253",6-Cylinder Turbo,Automatic,Burgundy,2 wheel drive - rear
Used 2019 Genesis G80 5.0 Ultimate,28000,"47,878",8-Cylinder,Automatic,White,2 wheel drive - rear
Used 2021 Genesis G70 2.0T,27588,"30,332",4-Cylinder Turbo,Automatic,Red,All wheel drive
Used 2022 Genesis GV80 3.5T,56488,"31,711",6-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2023 Genesis G70 2.0T,41075,"1,632",4-Cylinder Turbo,Automatic,Blue,All wheel drive
Used 2023 Genesis GV80 2.5T,53500,"8,056",4-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2021 Genesis GV80 3.5T Advanced +,51000,"30,438",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2022 Genesis G90 3.3T Premium,61500,"12,563",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T Advanced + w/ Cargo Package,67000,"2,198",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis G70 3.3T,42200,"6,029",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis G70 3.3T,48500,"3,921",6-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T,64780,"1,347",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2020 Genesis G80 3.8,29999,"32,628",6-Cylinder,Automatic,Blue,2 Wheel Drive - Rear
Used 2023 Genesis G70 2.0T,40406,"2,580",4-Cylinder Turbo,Automatic,Blue,2 Wheel Drive - Rear
Used 2023 Genesis G70 2.0T,39995,"4,864",4-Cylinder Turbo,Automatic,Red,2 wheel drive - rear
Used 2023 Genesis G80 3.5T,66895,387,6-Cylinder Turbo,Automatic,White,All wheel drive
Used 2023 Genesis GV60 Performance,58995,"5,011",Electric,Automatic,Brown,All wheel drive
Used 2023 Genesis GV80 3.5T Advanced +,67595,"12,768",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2020 Genesis G70 2.0T w/ Prestige Package,27495,"55,016",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2020 Genesis G80 3.8,27399,"33,201",6-Cylinder,Automatic,White,2 Wheel Drive - Rear
Used 2023 Genesis GV80 3.5T Advanced +,67995,"3,968",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2019 Genesis G80 3.8,30395,"24,432",6-Cylinder,Automatic,Black,2 wheel drive - rear
Used 2021 Genesis GV80 3.5T,50295,"34,168",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis GV70 3.5T Sport,62995,"8,748",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2021 Genesis GV80 2.5T,45289,"20,972",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,46999,"31,446",4-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,52565,"13,556",4-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2019 Genesis G70 3.3T Dynamic,29500,"17,253",6-Cylinder Turbo,Automatic,Burgundy,2 wheel drive - rear
Used 2019 Genesis G80 5.0 Ultimate,28000,"47,878",8-Cylinder,Automatic,White,2 wheel drive - rear
Used 2021 Genesis G70 2.0T,27588,"30,332",4-Cylinder Turbo,Automatic,Red,All wheel drive
Used 2022 Genesis GV80 3.5T,56488,"31,711",6-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2023 Genesis G70 2.0T,41075,"1,632",4-Cylinder Turbo,Automatic,Blue,All wheel drive
Used 2023 Genesis GV80 2.5T,53500,"8,056",4-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2021 Genesis GV80 3.5T Advanced +,51000,"30,438",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2022 Genesis G90 3.3T Premium,61500,"12,563",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T Advanced + w/ Cargo Package,67000,"2,198",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis G70 3.3T,42200,"6,029",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis G70 3.3T,48500,"3,921",6-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T,64780,"1,347",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2021 Genesis G70 2.0T w/ Elite Package,31495,"20,833",4-Cylinder Turbo,Automatic,Silver,All Wheel Drive
Used 2022 Genesis G70 2.0T w/ Prestige Package,34295,0,4-Cylinder Turbo,Automatic,Black,2 Wheel Drive - Rear
Used 2023 Genesis G70 2.0T,39995,"4,864",4-Cylinder Turbo,Automatic,Red,2 wheel drive - rear
Used 2023 Genesis G80 3.5T,66895,387,6-Cylinder Turbo,Automatic,White,All wheel drive
Used 2023 Genesis GV60 Performance,58995,"5,011",Electric,Automatic,Brown,All wheel drive
Used 2023 Genesis GV80 3.5T Advanced +,67595,"12,768",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2020 Genesis G70 2.0T w/ Prestige Package,27495,"55,016",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis GV70 2.5T,42500,"14,014",4-Cylinder Turbo,Automatic,Silver,All Wheel Drive
Used 2023 Genesis GV80 3.5T Advanced +,67995,"3,968",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2019 Genesis G80 3.8,30395,"24,432",6-Cylinder,Automatic,Black,2 wheel drive - rear
Used 2021 Genesis GV80 3.5T,50295,"34,168",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis GV70 3.5T Sport,62995,"8,748",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2021 Genesis GV80 2.5T,45289,"20,972",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,46999,"31,446",4-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,52565,"13,556",4-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2019 Genesis G70 3.3T Dynamic,29500,"17,253",6-Cylinder Turbo,Automatic,Burgundy,2 wheel drive - rear
Used 2019 Genesis G80 5.0 Ultimate,28000,"47,878",8-Cylinder,Automatic,White,2 wheel drive - rear
Used 2021 Genesis G70 2.0T,27588,"30,332",4-Cylinder Turbo,Automatic,Red,All wheel drive
Used 2022 Genesis GV80 3.5T,56488,"31,711",6-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2023 Genesis G70 2.0T,41075,"1,632",4-Cylinder Turbo,Automatic,Blue,All wheel drive
Used 2023 Genesis GV80 2.5T,53500,"8,056",4-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2021 Genesis GV80 3.5T Advanced +,51000,"30,438",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2022 Genesis G90 3.3T Premium,61500,"12,563",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T Advanced + w/ Cargo Package,67000,"2,198",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis G70 3.3T,42200,"6,029",6-Cylinder Turbo,Automatic,White,2 wheel drive - rear
Used 2023 Genesis G70 3.3T,48500,"3,921",6-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2023 Genesis GV80 3.5T,64780,"1,347",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis G70 3.3T,49495,"8,329",6-Cylinder Turbo,Automatic,Blue,All Wheel Drive
Used 2017 Genesis G80 5.0 Ultimate,27305,"59,769",8-Cylinder,Automatic,Black,2 Wheel Drive - Rear
Used 2023 Genesis G70 2.0T,39995,"4,864",4-Cylinder Turbo,Automatic,Red,2 wheel drive - rear
Used 2023 Genesis G80 3.5T,66895,387,6-Cylinder Turbo,Automatic,White,All wheel drive
Used 2023 Genesis GV60 Performance,58995,"5,011",Electric,Automatic,Brown,All wheel drive
Used 2023 Genesis GV80 3.5T Advanced +,67595,"12,768",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2020 Genesis G70 2.0T w/ Prestige Package,27495,"55,016",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2019 Genesis G70 3.3T Advanced w/ Sport Package,32591,"38,900",6-Cylinder Turbo,Automatic,Blue,All Wheel Drive
Used 2023 Genesis GV80 3.5T Advanced +,67995,"3,968",6-Cylinder Turbo,Automatic,Black,All wheel drive
Used 2019 Genesis G80 3.8,30395,"24,432",6-Cylinder,Automatic,Black,2 wheel drive - rear
Used 2021 Genesis GV80 3.5T,50295,"34,168",6-Cylinder Turbo,Automatic,Silver,All wheel drive
Used 2023 Genesis GV70 3.5T Sport,62995,"8,748",6-Cylinder Turbo,Automatic,Gray,All wheel drive
Used 2021 Genesis GV80 2.5T,45289,"20,972",4-Cylinder Turbo,Automatic,Gray,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,46999,"31,446",4-Cylinder Turbo,Automatic,Blue,2 wheel drive - rear
Used 2022 Genesis GV80 2.5T,52565,"13,556",4-Cylinder Turbo,Automatic,Green,All wheel drive
Used 2019 Genesis G70 3.3T Dynamic,29500,"17,253",6-Cylinder Turbo,Automatic,Burgundy,2 wheel drive - rear
